source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents
GO:BP	GO:0030097	hemopoiesis	3.2446109784609193e-15	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	965	355	60	21031	0.16901408450704225	0.06217616580310881	query_1	['GO:0048468']
GO:BP	GO:0031347	regulation of defense response	4.9025225037719e-15	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	768	355	53	21031	0.14929577464788732	0.06901041666666667	query_1	['GO:0006952', 'GO:0080134']
GO:CC	GO:0098552	side of membrane	5.098447293678995e-15	True	"""A cellular component consisting of one leaflet of a membrane bilayer and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos]"	721	358	49	22097	0.13687150837988826	0.06796116504854369	query_1	['GO:0016020', 'GO:0110165']
GO:BP	GO:1903131	mononuclear cell differentiation	6.712804541389812e-15	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mononuclear cell."" [CL:0000842, GO_REF:0000086, GOC:TermGenie, PMID:24759906]"	484	355	42	21031	0.11830985915492957	0.08677685950413223	query_1	['GO:0002521']
GO:BP	GO:0050870	positive regulation of T cell activation	6.8652794414446216e-15	True	"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]"	247	355	31	21031	0.08732394366197183	0.12550607287449392	query_1	['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']
GO:BP	GO:0048585	negative regulation of response to stimulus	7.613589200585437e-15	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1648	355	80	21031	0.22535211267605634	0.04854368932038835	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']
GO:BP	GO:0050867	positive regulation of cell activation	8.174964847573463e-15	True	"""Any process that activates or increases the frequency, rate or extent of activation."" [GOC:ai]"	371	355	37	21031	0.10422535211267606	0.09973045822102426	query_1	['GO:0001775', 'GO:0048522', 'GO:0050865', 'GO:0051240']
GO:BP	GO:0030217	T cell differentiation	8.719395613083603e-15	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	308	355	34	21031	0.09577464788732394	0.11038961038961038	query_1	['GO:0030098', 'GO:0042110']
GO:BP	GO:0051246	regulation of protein metabolic process	1.0369805759834689e-14	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2102	355	92	21031	0.2591549295774648	0.04376784015223597	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']
GO:BP	GO:0050793	regulation of developmental process	1.0447686226240944e-14	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2455	355	101	21031	0.28450704225352114	0.04114052953156823	query_1	['GO:0032502', 'GO:0050789']
GO:BP	GO:0032501	multicellular organismal process	1.0946240905621773e-14	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	7669	355	209	21031	0.5887323943661972	0.027252575303168602	query_1	['GO:0008150']
GO:BP	GO:0035556	intracellular signal transduction	1.39415966029424e-14	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2668	355	106	21031	0.29859154929577464	0.03973013493253373	query_1	['GO:0007165']
GO:BP	GO:0002521	leukocyte differentiation	2.0092786063920657e-14	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	627	355	47	21031	0.1323943661971831	0.07496012759170653	query_1	['GO:0030097', 'GO:0030154']
GO:BP	GO:0022409	positive regulation of cell-cell adhesion	2.3632884238354446e-14	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	318	355	34	21031	0.09577464788732394	0.1069182389937107	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']
GO:BP	GO:0048856	anatomical structure development	2.681050404928731e-14	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5899	355	175	21031	0.49295774647887325	0.02966604509238854	query_1	['GO:0032502']
GO:BP	GO:0065009	regulation of molecular function	3.243841958867179e-14	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	1799	355	83	21031	0.23380281690140844	0.04613674263479711	query_1	['GO:0065007']
GO:BP	GO:0030098	lymphocyte differentiation	3.560709922901067e-14	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	434	355	39	21031	0.10985915492957747	0.08986175115207373	query_1	['GO:0046649', 'GO:1903131']
GO:BP	GO:0023051	regulation of signaling	4.3139871060581896e-14	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3437	355	123	21031	0.3464788732394366	0.0357870235670643	query_1	['GO:0023052', 'GO:0050789']
GO:BP	GO:0002252	immune effector process	5.46143051914095e-14	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	698	355	49	21031	0.13802816901408452	0.07020057306590258	query_1	['GO:0002376']
GO:BP	GO:0008283	cell population proliferation	6.048875982112116e-14	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	2006	355	88	21031	0.24788732394366197	0.04386839481555334	query_1	['GO:0009987']
GO:BP	GO:1903706	regulation of hemopoiesis	6.445791809304517e-14	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	418	355	38	21031	0.10704225352112676	0.09090909090909091	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']
GO:BP	GO:0046631	alpha-beta T cell activation	8.995780163311295e-14	True	"""The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:add]"	178	355	26	21031	0.07323943661971831	0.14606741573033707	query_1	['GO:0042110']
GO:BP	GO:0051248	negative regulation of protein metabolic process	1.0341140105120242e-13	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	766	355	51	21031	0.14366197183098592	0.06657963446475196	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']
GO:BP	GO:0032502	developmental process	1.2204293446954038e-13	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6453	355	184	21031	0.5183098591549296	0.028513869518053618	query_1	['GO:0008150']
GO:BP	GO:0010646	regulation of cell communication	1.3785909785100122e-13	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3443	355	122	21031	0.3436619718309859	0.03543421434795237	query_1	['GO:0007154', 'GO:0050794']
GO:BP	GO:0031323	regulation of cellular metabolic process	1.390158383466116e-13	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	6673	355	188	21031	0.5295774647887324	0.02817323542634497	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']
GO:BP	GO:0098542	defense response to other organism	2.341300141025681e-13	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1220	355	65	21031	0.18309859154929578	0.05327868852459016	query_1	['GO:0006952', 'GO:0051707']
GO:BP	GO:0141124	intracellular signaling cassette	2.4184289937689436e-13	True	"""An intracellular signaling module that is part of larger signaling pathways that can be initiated either intracellularly or by cell surface receptors. Intracellular signaling cassettes are discrete signaling units that are often shared by multiple signaling pathways."" [GOC:ha, GOC:pg]"	1861	355	83	21031	0.23380281690140844	0.0445996775926921	query_1	['GO:0035556']
GO:BP	GO:0009966	regulation of signal transduction	4.1029574310270355e-13	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	3010	355	111	21031	0.3126760563380282	0.036877076411960134	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']
GO:BP	GO:0098609	cell-cell adhesion	4.697703936533464e-13	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	946	355	56	21031	0.15774647887323945	0.05919661733615222	query_1	['GO:0007155']
GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	6.366326731716678e-13	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2202	355	91	21031	0.2563380281690141	0.041326067211625794	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']
GO:BP	GO:0009719	response to endogenous stimulus	8.795795297389889e-13	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1678	355	77	21031	0.21690140845070421	0.045887961859356376	query_1	['GO:0050896']
